,year,month,day,avg_temp,highest_temp,lowest_temp,cloud,rainfall
1,1960,1,1,-1.6,2.2,-5.2,0,
2,1960,1,2,-1.9,1.2,-5.6,8,0.4
3,1960,1,3,4,8.7,-2.1,8.3,0
4,1960,1,4,7.5,10.8,1.2,6.7,0
5,1960,1,5,-4.6,1.3,-8.2,0,
6,1960,1,6,-5.2,-1.2,-9.5,3.3,0
7,1960,1,7,1.3,6,-3.5,9,0.1
8,1960,1,8,1.9,3.6,0.2,10,0
9,1960,1,9,2.3,4.8,0.1,7.7,1.2
10,1960,1,10,2.2,4.2,-0.5,10,0.1
11,1960,1,11,-2.3,2.6,-5.4,0,
12,1960,1,12,-3.8,1.2,-7.6,2.7,0
13,1960,1,13,-2.8,1.6,-9.1,3.3,
14,1960,1,14,-1.5,2.4,-6.7,3.3,0.4
15,1960,1,15,-4.8,-2.2,-8.2,7.7,0
16,1960,1,16,-5,-1.2,-8.7,6.7,0
17,1960,1,17,-5.3,-1.1,-9.9,2,
18,1960,1,18,-2.5,0.5,-7.2,8.3,0
19,1960,1,19,2.1,6.7,-1.6,5.3,
20,1960,1,20,-0.5,1.7,-3.4,6.7,0
21,1960,1,21,-6.1,-3.4,-9.9,3.3,
22,1960,1,22,-9.5,-4.9,-12.6,1.7,
23,1960,1,23,-13.1,-9.6,-15.8,0,
24,1960,1,24,-12.5,-8,-17,0,
25,1960,1,25,-7.3,-0.4,-15.3,4.7,2.2
26,1960,1,26,-7.2,-3.8,-12.2,3.3,0.1
27,1960,1,27,-10.5,-7.6,-14.8,2.3,0.1
28,1960,1,28,-11,-7,-15.3,0,
29,1960,1,29,-7.5,-2,-14.6,3,
30,1960,1,30,-0.2,5.2,-6.4,8.7,
31,1960,1,31,2.6,6.2,-0.2,9.7,0
32,1960,2,1,0.8,6.2,-2.2,2.3,
33,1960,2,2,1.2,6.6,-4.7,6.7,
34,1960,2,3,1.2,5.8,-1.7,3.3,
35,1960,2,4,-1.2,2.6,-4.7,3.3,
36,1960,2,5,1.3,6.5,-6.5,5.3,
37,1960,2,6,6.7,12,0.9,2.7,
38,1960,2,7,9.2,13.1,5.3,9,
39,1960,2,8,9.1,13.7,6.6,10,0
40,1960,2,9,2.9,6.9,-1.5,6.3,2.3
41,1960,2,10,-3.1,0.4,-5.7,0,
42,1960,2,11,-3.3,-0.5,-6.1,4.3,
43,1960,2,12,-4.1,0.3,-8.6,2,
44,1960,2,13,0.6,4.7,-3.7,6.7,0.7
45,1960,2,14,-0.8,3,-3.7,0,
46,1960,2,15,-1.1,5,-5.5,2.7,
47,1960,2,16,-0.4,5.2,-6,6.3,
48,1960,2,17,1.8,7,-2.6,6,0.1
49,1960,2,18,-1.3,2.8,-6,2.3,
50,1960,2,19,3.4,8.5,-3.6,3,
51,1960,2,20,3.4,6.6,-0.8,8.7,0
52,1960,2,21,0.2,4.5,-3,0,0
53,1960,2,22,0.3,5.9,-5.1,0,
54,1960,2,23,2.3,8.4,-4,2,
55,1960,2,24,3.7,8.4,-1.2,6,
56,1960,2,25,4.9,6.7,1.2,9,0.9
57,1960,2,26,2.1,6.8,-1.6,4,
58,1960,2,27,1.9,7.1,-2.3,0,
59,1960,2,28,3.8,9.3,-2.4,0,
60,1960,2,29,5,10.8,1,4.3,
61,1960,3,1,6.2,14.2,-0.4,0,
62,1960,3,2,5.6,11.7,0,8.3,
63,1960,3,3,2.4,9.1,-3.7,3.3,
64,1960,3,4,4.8,9.8,0.8,3.3,
65,1960,3,5,6.2,13.7,-0.4,6.7,2.4
66,1960,3,6,8,11.1,5.2,10,
67,1960,3,7,10.1,17.8,2.8,2.3,
68,1960,3,8,10.9,16,5.6,6.7,0
69,1960,3,9,11.8,18.1,7.2,3.3,0.1
70,1960,3,10,9.4,16.8,4.2,0,
71,1960,3,11,8.3,10.8,5.1,10,1.6
72,1960,3,12,1.5,7.8,-4.1,4.3,2.8
73,1960,3,13,-2.2,3.2,-5.8,1,
74,1960,3,14,0.1,6,-5.7,0,
75,1960,3,15,3.2,9.6,-1.4,0,
76,1960,3,16,6,13.4,-1.5,0.7,
77,1960,3,17,6.3,12.7,2.3,3.7,
78,1960,3,18,8,16.7,0.2,0,
79,1960,3,19,10.6,16.4,4,6.3,
80,1960,3,20,8.7,11.2,6.8,10,56.3
81,1960,3,21,6.5,9.4,2.5,6.7,0.8
82,1960,3,22,5.5,11.7,-0.1,2,
83,1960,3,23,5.3,9.8,2.8,6.7,0
84,1960,3,24,7.8,13.9,1.1,3.7,
85,1960,3,25,5.3,8.1,3.8,10,5.8
86,1960,3,26,5.2,8.4,2.3,6.3,
87,1960,3,27,4.6,9.4,0.1,0.3,
88,1960,3,28,11,16.3,3.6,7.3,
89,1960,3,29,13.7,14.4,12.8,10,9.4
90,1960,3,30,10.1,14.5,6.8,10,33.6
91,1960,3,31,5.8,9.4,2.6,4.7,0.8
92,1960,4,1,2.9,7.7,-0.2,0.3,
93,1960,4,2,4.4,10.4,-0.9,1,
94,1960,4,3,6.9,12.9,0.2,2.3,
95,1960,4,4,6.9,12.2,3.2,4.3,
96,1960,4,5,5.3,10.6,0.6,0,
97,1960,4,6,8.5,15.8,3.2,3.3,
98,1960,4,7,4.8,10.8,-0.4,0,
99,1960,4,8,7.3,15,0.2,0,
100,1960,4,9,12.2,20.4,2.7,6.7,1.3
101,1960,4,10,11.6,16.9,6.4,8,6.1
102,1960,4,11,10.8,17.1,3.9,3.7,
103,1960,4,12,14.2,22.1,9.2,3.7,
104,1960,4,13,10.5,12.2,9,10,2.3
105,1960,4,14,10,14.3,7,8.7,
106,1960,4,15,10,14.6,6.2,8.7,0.1
107,1960,4,16,8.3,12.7,4.7,5.7,
108,1960,4,17,7.7,13.4,2.6,2.3,
109,1960,4,18,8.7,15.1,2.2,1.3,
110,1960,4,19,10.6,15.7,4.5,7.7,
111,1960,4,20,11.6,17.1,8.1,3,0.8
112,1960,4,21,10,15.8,4.6,5.3,0.1
113,1960,4,22,13,18.1,9.6,4.7,0.3
114,1960,4,23,15.9,25.3,8,0.7,
115,1960,4,24,14.6,21.7,10.5,6.7,6.1
116,1960,4,25,16.3,22.8,12.3,4.7,1.9
117,1960,4,26,17,23.5,12.3,9,
118,1960,4,27,14.4,20,11.2,6.7,
119,1960,4,28,13.7,22.1,7.3,0.7,
120,1960,4,29,13.5,21,8.5,0.3,
121,1960,4,30,15.5,24,6.8,0.3,
122,1960,5,1,14.1,19.6,9.9,7,0.1
123,1960,5,2,17.1,26,6.4,2.7,
124,1960,5,3,22.1,24.9,18.2,10,15.5
125,1960,5,4,18.4,23.4,12.6,7,0.8
126,1960,5,5,14.6,20.6,10.1,6.7,
127,1960,5,6,14.3,21,8.9,9.7,
128,1960,5,7,15.1,21,11,10,
129,1960,5,8,15,21.9,9.1,9.3,
130,1960,5,9,12.7,16.2,11,10,
131,1960,5,10,14.4,22,9.5,6,
132,1960,5,11,15.1,22.3,9.3,2.3,0
133,1960,5,12,16.8,20.5,13.1,9.7,
134,1960,5,13,15.3,16.8,12.3,10,41.3
135,1960,5,14,15.9,20.8,12,10,16.4
136,1960,5,15,14,16.4,12.6,9.7,0.1
137,1960,5,16,14.6,20.2,11.3,3.3,0
138,1960,5,17,15.4,19.7,10.8,10,20.6
139,1960,5,18,16.2,19.6,13.7,6.7,21.3
140,1960,5,19,16.3,22.4,11.3,9,
141,1960,5,20,14.8,20.7,10.8,6.3,
142,1960,5,21,15.4,21.4,10.8,1.3,
143,1960,5,22,16.3,21.7,11.2,0,
144,1960,5,23,17.8,24.6,11.6,6,
145,1960,5,24,20.6,28.5,14,7.3,
146,1960,5,25,22.9,30.2,15.8,1,
147,1960,5,26,20.1,25.6,15,10,8.1
148,1960,5,27,18.2,22.2,15.2,9,0
149,1960,5,28,16,18.6,14.5,10,10.9
150,1960,5,29,17.9,23.4,13.1,8,0.3
151,1960,5,30,16.6,22.3,12.8,2,
152,1960,5,31,18.6,24.3,11.8,2.3,
153,1960,6,1,18.5,24.4,15.2,6.7,
154,1960,6,2,18,23.3,15,4,0
155,1960,6,3,16.6,17.8,13.6,10,20.3
156,1960,6,4,17.6,22.4,12.7,3.3,0.7
157,1960,6,5,18.2,23.7,15.1,2,
158,1960,6,6,20.4,26.8,13.7,3.3,
159,1960,6,7,21.2,25.2,17.4,10,0
160,1960,6,8,23.3,29.9,17.8,2.7,
161,1960,6,9,21.9,27.6,16.6,6.3,
162,1960,6,10,20.4,24.8,17.9,10,8.7
163,1960,6,11,20.4,26.6,15.2,3.3,
164,1960,6,12,17,19.5,15.6,10,3.4
165,1960,6,13,16.9,19.5,14.6,10,34.5
166,1960,6,14,21.3,27.8,16.3,7.7,0.4
167,1960,6,15,22.7,28.5,18.8,4,
168,1960,6,16,20.5,27,15.8,1.3,
169,1960,6,17,18.2,21.3,15.3,10,0
170,1960,6,18,19.1,22.6,17.4,10,0
171,1960,6,19,21.4,26.8,16.9,3.7,
172,1960,6,20,21.5,26.4,16.7,10,
173,1960,6,21,25.2,31.4,19.9,8.3,
174,1960,6,22,21,26.2,18.6,5.3,1
175,1960,6,23,21.2,27.8,16,1.3,
176,1960,6,24,23.2,31.7,16.6,6,
177,1960,6,25,24.6,31.2,17.8,7.7,
178,1960,6,26,20,25.2,18.8,10,47.9
179,1960,6,27,21.8,24.4,18,10,34.8
180,1960,6,28,21.7,24,19.6,10,135.3
181,1960,6,29,20.7,22.6,19.4,8.7,5.9
182,1960,6,30,23,26.2,20,10,4
183,1960,7,1,21.7,24.2,19.5,10,56.8
184,1960,7,2,24.8,29.8,20.7,9,
185,1960,7,3,22.3,24.4,20.7,10,41.9
186,1960,7,4,22.4,26.4,20.4,7.7,0.6
187,1960,7,5,24.4,30.6,20.4,6.3,
188,1960,7,6,25.7,30.4,21.4,9.3,16
189,1960,7,7,20.1,22.3,18.9,10,88.9
190,1960,7,8,20.6,22.3,18.6,10,0.8
191,1960,7,9,22.7,27,18.8,9,
192,1960,7,10,25,30.2,19.5,7,
193,1960,7,11,24.2,30,21.1,8.3,0
194,1960,7,12,25.2,29.1,22.8,6.7,0.2
195,1960,7,13,25.3,29,22.8,10,
196,1960,7,14,23.6,24.4,22.1,10,7.1
197,1960,7,15,25.5,29.2,22.6,7.3,
198,1960,7,16,26.9,31.9,22.9,6,
199,1960,7,17,26.9,31.5,23.4,3.3,
200,1960,7,18,26.9,31.4,23.7,5.7,
201,1960,7,19,26.3,31.4,23.7,5.7,
202,1960,7,20,26.1,31.2,23.5,6.3,
203,1960,7,21,25.8,31.5,21.9,4.7,
204,1960,7,22,26,32.4,21.4,5.3,
205,1960,7,23,26.5,31.6,22.8,8.7,
206,1960,7,24,24.7,28,23.3,10,1.3
207,1960,7,25,23.3,24.8,21.5,10,52.7
208,1960,7,26,23.8,27,19.9,7.7,32.8
209,1960,7,27,26.2,30.5,22.6,9.7,1.4
210,1960,7,28,26.1,28.6,23.4,9,0
211,1960,7,29,27.9,32.3,25.8,8,2.4
212,1960,7,30,26.7,30.6,24.9,6,10.3
213,1960,7,31,26.3,30.5,24.3,6.7,
214,1960,8,1,26.4,29.8,24.2,9.7,0
215,1960,8,2,26.7,29.8,24.7,9.7,1.3
216,1960,8,3,28.3,34.3,24.6,8,2.7
217,1960,8,4,27.5,34.3,24.6,8.3,12.4
218,1960,8,5,28.5,34.4,24.5,8,2.1
219,1960,8,6,28.5,34.1,25.7,6.3,0.4
220,1960,8,7,28.5,33.6,24.7,4,
221,1960,8,8,28.6,34.1,24.8,2.7,
222,1960,8,9,27.8,33.7,24,2,
223,1960,8,10,28.5,33.8,24.2,6.7,
224,1960,8,11,27.6,32.9,24.3,5,0
225,1960,8,12,26.9,32.2,23,8.3,
226,1960,8,13,26.1,30.6,23.2,9,
227,1960,8,14,26.4,32,21.4,4,
228,1960,8,15,25.8,30.6,20.8,9.3,
229,1960,8,16,26,28.7,22.8,9,1.6
230,1960,8,17,27.5,33.9,23.5,7.3,
231,1960,8,18,26.7,31.1,22.7,6.7,31
232,1960,8,19,27.6,33.3,22.7,6.7,
233,1960,8,20,28.3,34.1,24.4,6,
234,1960,8,21,27.6,33.5,23.1,1.7,
235,1960,8,22,27.6,32.4,24.1,9.3,11.8
236,1960,8,23,24.7,27.1,20.9,6.7,14.5
237,1960,8,24,24.4,29.6,20.6,5.3,
238,1960,8,25,24,29.2,19.9,6,
239,1960,8,26,24.6,31,19.9,0.7,
240,1960,8,27,25.3,30.4,20.4,10,0
241,1960,8,28,20.2,25,18,9.7,40.7
242,1960,8,29,20.1,21.7,18.6,8.7,19.6
243,1960,8,30,22,26.6,17.7,7.3,0
244,1960,8,31,24.2,29.4,20.6,5.3,
245,1960,9,1,24.9,31.3,19.4,7.7,
246,1960,9,2,25.2,31.1,22,4,
247,1960,9,3,22.8,25.7,21.1,9,5.7
248,1960,9,4,21.2,23.6,19.2,10,0
249,1960,9,5,22.8,29.1,17.7,6.7,
250,1960,9,6,21.9,25.1,20,9.3,
251,1960,9,7,21.3,26.4,17.3,7,0
252,1960,9,8,18.9,24.3,14.5,3.7,
253,1960,9,9,20.3,26.1,15.3,1.3,
254,1960,9,10,22.1,28.6,16.5,1.3,
255,1960,9,11,22,29.2,15.1,1,
256,1960,9,12,22.5,30.7,17.5,6.3,19.6
257,1960,9,13,19.9,21.5,17.8,10,5.2
258,1960,9,14,18.7,23.8,15.2,3,
259,1960,9,15,19,25.7,12.3,3,
260,1960,9,16,18.3,20.8,15.4,10,0
261,1960,9,17,19.1,20.8,15.9,8.7,1.5
262,1960,9,18,21.8,27.8,16.8,3,
263,1960,9,19,21.2,27.9,16.2,0,
264,1960,9,20,20.7,27.2,14.6,3.7,
265,1960,9,21,21,25.3,17.6,7.3,1.4
266,1960,9,22,21.7,24.9,18.1,9.3,3.3
267,1960,9,23,21.8,25.1,19.6,6.3,0
268,1960,9,24,21.1,27.2,16.6,10,
269,1960,9,25,17.8,20.7,16.9,10,6.3
270,1960,9,26,21,22.5,17.2,7.3,13.1
271,1960,9,27,18.6,23.5,14.8,6.7,
272,1960,9,28,16.4,18.3,14.1,10,1.1
273,1960,9,29,16.1,18.6,14.8,10,6.3
274,1960,10,1,17.6,21.8,14.2,1.3,
275,1960,10,2,16,21.1,12.1,4.7,
276,1960,10,3,14.9,21.1,9.8,4,
277,1960,10,4,15.8,23.8,8.8,3.7,
278,1960,10,5,15.8,23.1,9.5,8,
279,1960,10,6,15.8,21.4,12.6,6.7,
280,1960,10,7,16.6,23.8,10.3,4.3,
281,1960,10,8,15.9,22.2,10.5,2.7,
282,1960,10,9,15.9,23,9,0,
283,1960,10,10,15.8,22.8,9.3,2.3,
284,1960,10,11,16.7,24.2,10.6,1.7,
285,1960,10,12,18.7,25.7,12.1,1,
286,1960,10,13,18.4,24.4,12.8,9.3,
287,1960,10,14,19.3,25.2,15.4,4,
288,1960,10,15,19,24.9,14,4,
289,1960,10,16,14.1,17.8,10,6.7,1.2
290,1960,10,17,12.4,17.4,8.2,2,
291,1960,10,18,13.2,20.3,5.4,0,
292,1960,10,19,15.1,22.7,8,0,
293,1960,10,20,16.5,23.1,11.8,7.3,
294,1960,10,21,15.9,22.9,10.8,2.7,
295,1960,10,22,16.1,22.4,10.1,1.3,
296,1960,10,23,15.8,22.4,9.7,0.7,
297,1960,10,24,15.3,21.2,9.8,1,
298,1960,10,25,11.6,14.7,7.4,7,
299,1960,10,26,9.6,12,8.5,9.7,6.7
300,1960,10,27,11,17.5,7,8.3,
301,1960,10,28,11.1,17.2,6.2,2.3,
302,1960,10,29,12.6,17.6,7.6,9.3,
303,1960,10,30,12.8,17.6,8.2,4.3,0
304,1960,10,31,13,19.2,7.3,3.3,
305,1960,11,1,12.7,17.1,7.8,4,5.7
306,1960,11,2,7.7,12.2,3.5,0,
307,1960,11,3,7.6,13.3,1.1,5,
308,1960,11,4,8.9,13.7,5.4,6,
309,1960,11,5,8,14.4,2.1,0,
310,1960,11,6,9.8,17.1,2.8,0,
311,1960,11,7,10.7,17,4,4.3,
312,1960,11,8,12.3,18,5.6,2.7,
313,1960,11,9,10.6,14.8,6.4,6.7,
314,1960,11,10,6.3,9.8,3.2,3.3,
315,1960,11,11,6.6,11.6,2,5.7,
316,1960,11,12,7.8,13.5,2.8,5.3,
317,1960,11,13,6.5,11.8,2.3,5.3,0
318,1960,11,14,5.6,10.2,1.5,0,
319,1960,11,15,8.8,14.1,2.9,2.3,
320,1960,11,16,8.7,14.1,4.5,6,
321,1960,11,17,8.8,14.9,3.4,2,
322,1960,11,18,8.8,13,2.9,5.7,0
323,1960,11,19,9.8,14.5,5,0,
324,1960,11,20,7.8,12.3,0.9,5,
325,1960,11,21,11.9,14.9,8.8,6.3,22.4
326,1960,11,22,12.6,14.7,10.3,6.7,24.8
327,1960,11,23,9.5,11.3,6.5,7.7,7.1
328,1960,11,24,9.1,10.2,6.5,10,8.8
329,1960,11,25,5.8,8.8,0.9,8,3.7
330,1960,11,26,-5.6,1.1,-10.2,2,0
331,1960,11,27,-4.9,0.1,-11.2,3.7,3
332,1960,11,28,0.2,3.8,-3.2,7,0.8
333,1960,11,29,-1.8,2.2,-5.2,5.7,
334,1960,11,30,1.3,7.9,-4,2,0.2
335,1960,12,1,-3.2,-0.8,-7.3,3.3,
336,1960,12,2,2.9,8.2,-2.2,6.7,
337,1960,12,3,4.8,9.9,0.1,4,
338,1960,12,4,3.3,7.6,-0.4,7.3,
339,1960,12,5,0.7,4,-3,6.3,0
340,1960,12,6,-4.5,-1,-7.6,0,
341,1960,12,7,-2.1,1.8,-6.9,3.3,0
342,1960,12,8,0.3,5.6,-6.2,3.3,
343,1960,12,9,4.5,8,0.4,8.7,4.8
344,1960,12,10,5.6,9.4,2.2,4.3,1.1
345,1960,12,11,7,11.6,0.5,8,4.2
346,1960,12,12,2.4,8.4,-1.7,4,4.2
347,1960,12,13,0.3,3.6,-4.7,7.3,0
348,1960,12,14,0.7,4.4,-2.9,4.7,
349,1960,12,15,-0.1,2.9,-4,3.7,0.9
350,1960,12,16,-1,4.2,-6.6,1,
351,1960,12,17,-4.2,0.6,-11.4,6.7,0.3
352,1960,12,18,-9.9,-6.2,-13.1,0,
353,1960,12,19,-7.1,-1.8,-12.6,0,
354,1960,12,20,-2.2,2.3,-6.3,7,0.2
355,1960,12,21,-3.1,1.9,-7.2,4.3,0
356,1960,12,22,-0.3,4.8,-5.6,3.3,0
357,1960,12,23,0,4.7,-5,6,
358,1960,12,24,2.5,5.8,-1,10,0
359,1960,12,25,-1.7,2,-6.6,5,0
360,1960,12,26,-5.2,-1.7,-7.7,2.7,
361,1960,12,27,-5.2,-0.7,-9.4,3.7,0
362,1960,12,28,-7.5,-4.3,-9.8,2.7,
363,1960,12,29,-10.8,-7.9,-13.5,0,
364,1960,12,30,-12.8,-9.7,-16,0,
365,1960,12,31,-11.7,-7.2,-15.7,0,
366,1961,1,1,-9.8,-4.9,-15,2.7,
367,1961,1,2,-6.2,0.2,-12.3,5,
368,1961,1,3,-1.1,0.3,-4.7,10,3.7
369,1961,1,4,-9.5,-4.7,-13.7,0,
370,1961,1,5,-10.8,-6.2,-16.5,7.3,
371,1961,1,6,-7.9,-5.7,-9.9,6.7,
372,1961,1,7,-5.4,-0.5,-9.9,7.3,0
373,1961,1,8,-0.8,2.3,-4.7,7.7,
374,1961,1,9,-0.8,2.9,-4.5,6.7,
375,1961,1,10,-1.9,1.8,-10.6,6.7,
376,1961,1,11,-12.9,-9.5,-16.4,0,
377,1961,1,12,-10.6,-5.2,-16.3,6.7,0.1
378,1961,1,13,-3.7,2.4,-8,5.3,0.2
379,1961,1,14,-6.1,-2,-9.7,0,
380,1961,1,15,-5.2,-0.8,-9.2,5.7,1.4
381,1961,1,16,-9.1,-4.7,-12.8,3.3,2.5
382,1961,1,17,-9.7,-4.2,-16.2,5.3,1.6
383,1961,1,18,-9.3,-6.4,-12.5,0,
384,1961,1,19,-9,-2.3,-14.5,3,
385,1961,1,20,-2.2,1.5,-7,9,0.5
386,1961,1,21,1.5,5.2,-3,0.7,0
387,1961,1,22,-4.4,-1,-8.1,0,
388,1961,1,23,-2.2,3.9,-7.5,3.7,
389,1961,1,24,0.2,1.1,-2.2,10,5.7
390,1961,1,25,-1,1.1,-4.8,3.3,2.3
391,1961,1,26,-4.2,-0.6,-7.5,0.7,
392,1961,1,27,-3.3,3.2,-7.9,5.3,
393,1961,1,28,-1.5,2.5,-5.4,8,
394,1961,1,29,-1.6,1.4,-5.4,2.7,
395,1961,1,30,-5.3,-2.2,-7.6,3.3,
396,1961,1,31,-8.8,-5.7,-13.4,2.7,0
397,1961,2,1,-9.7,-3.8,-14.2,3,
398,1961,2,2,-8,-5.4,-11.2,3.3,
399,1961,2,3,-6.1,-0.5,-11.6,0.7,
400,1961,2,4,0.2,5.1,-4.1,9.3,
401,1961,2,5,2.5,4.7,0.8,10,4.4
402,1961,2,6,4.6,7.3,1.6,10,0.6
403,1961,2,7,1,3.4,-2.5,10,1.2
404,1961,2,8,-1.9,1.2,-4.5,0.7,
405,1961,2,9,-1.5,2.4,-5,0,
406,1961,2,10,-4.2,-0.4,-8,4.3,
407,1961,2,11,-2,2.1,-5.4,6.7,1.9
408,1961,2,12,-4.6,0.1,-8.9,0,
409,1961,2,13,-1.6,4.6,-6.8,3.3,0
410,1961,2,14,-7.4,-4.4,-9.8,0,
411,1961,2,15,-5.2,-1.2,-8.7,3,
412,1961,2,16,-2.8,2.4,-8.8,4.7,0.4
413,1961,2,17,-1.9,2.5,-5.8,0,
414,1961,2,18,-3.2,3,-8.3,0,
415,1961,2,19,1.7,9.5,-5.2,3.3,
416,1961,2,20,5.7,9.8,1.1,5,
417,1961,2,21,2,6.8,-2.2,1.7,
418,1961,2,22,0.4,6.4,-4.2,0,
419,1961,2,23,1.3,7.4,-4.5,6.3,
420,1961,2,24,3.9,9.4,-2.2,5.7,0
421,1961,2,25,3.7,6.6,-0.6,7.3,0.3
422,1961,2,26,1.6,6.5,-2,1,0
423,1961,2,27,1.9,8.4,-3.9,0,
424,1961,2,28,4.5,12.7,-2.7,2.3,
425,1961,3,1,6.9,11.9,1.3,9,4.4
426,1961,3,2,7.6,10.9,5.3,10,15.2
427,1961,3,3,4.9,9.6,1.8,10,6
428,1961,3,4,5.5,10.1,1.3,9,0
429,1961,3,5,5.3,11,-1.1,6.7,
430,1961,3,6,3,9,-1.9,1.3,
431,1961,3,7,-1.1,3.5,-4.5,0,
432,1961,3,8,-0.8,4.5,-4.9,0,
433,1961,3,9,0.1,4.6,-4.3,0,
434,1961,3,10,0.6,5.8,-4.2,0,
435,1961,3,11,2.8,8.2,-2.5,3.3,
436,1961,3,12,5.8,11.8,-0.9,6.7,
437,1961,3,13,7.7,14.8,3.2,5.7,
438,1961,3,14,3.5,11.8,1.6,6.7,
439,1961,3,15,4.8,11.5,0.4,6,
440,1961,3,16,4.9,12,-0.8,3.3,
441,1961,3,17,7.4,14.9,-0.2,2.7,
442,1961,3,18,8.7,12.7,4,10,4.1
443,1961,3,19,9.2,12.9,5.7,7.3,0
444,1961,3,20,7.6,12.9,3.1,2,
445,1961,3,21,7,13.5,1.4,2.3,
446,1961,3,22,5.9,13,1.3,1.3,
447,1961,3,23,6.7,12.7,1.6,0,
448,1961,3,24,6.5,13.1,0,6.3,
449,1961,3,25,7.5,17,1.9,6.7,
450,1961,3,26,5.6,10.4,1.6,8.3,2.6
451,1961,3,27,3.4,8.9,0.2,4,8.5
452,1961,3,28,5.4,10.8,-0.6,4.3,
453,1961,3,29,8.2,12.7,4,8.3,0
454,1961,3,30,8.4,14.8,5.4,3.3,0
455,1961,3,31,8.5,14.3,3.6,3.3,
456,1961,4,1,10.2,17.3,5.4,2.7,
457,1961,4,2,8.7,15.8,1.8,0,
458,1961,4,3,14.6,19.6,6.4,7.3,0.3
459,1961,4,4,13.4,17.8,7.4,10,76.7
460,1961,4,5,8,11.8,4.4,5,
461,1961,4,6,5.4,9.6,2.6,1.3,
462,1961,4,7,9.7,18.4,1.4,5.3,
463,1961,4,8,8.5,12.8,2.7,4.7,0
464,1961,4,9,5,10.7,0.7,1.3,
465,1961,4,10,8.1,14.3,0.7,1.3,
466,1961,4,11,8.6,10.6,6,10,23.3
467,1961,4,12,12.8,19.4,7.4,3.7,0.1
468,1961,4,13,13,21.5,8.6,7,
469,1961,4,14,11.6,18.3,7.3,5,
470,1961,4,15,8.2,13.4,4.5,3.3,0.9
471,1961,4,16,7.7,12.8,2.4,3.7,
472,1961,4,17,8.8,14.8,4.6,3.7,
473,1961,4,18,11.6,18.7,4.2,0,
474,1961,4,19,14,21.4,6.7,0.3,
475,1961,4,20,16.4,25,8.6,4,
476,1961,4,21,15.4,16.9,13.8,10,0.9
477,1961,4,22,17.3,22.3,14.1,2.7,
478,1961,4,23,15.8,22.4,9.5,5,
479,1961,4,24,15.9,20.2,11.5,6.3,
480,1961,4,25,13.9,17.8,9.6,10,
481,1961,4,26,13.3,18.2,10.4,6,0
482,1961,4,27,13.4,17.8,7.6,3,
483,1961,4,28,16.5,24.3,8.6,5.3,
484,1961,4,29,15.6,21.8,9.3,1.3,
485,1961,4,30,10.6,14.9,7.8,5,0
486,1961,5,1,11.4,17.6,7.8,6.7,
487,1961,5,2,13.4,21.2,4.2,3,
488,1961,5,3,16.8,24.8,8.8,9,1.3
489,1961,5,4,11.2,17.3,6.5,10,40.1
490,1961,5,5,9.8,14.8,5.9,6.7,
491,1961,5,6,14.2,21.2,6.7,6,
492,1961,5,7,16.4,20.5,10.8,9.3,1.2
493,1961,5,8,16.5,22.8,11.7,3.3,0
494,1961,5,9,19.4,24.7,12,8.3,
495,1961,5,10,21.2,23.7,19.7,10,8
496,1961,5,11,18.1,21,13.9,10,6.9
497,1961,5,12,14.8,20.5,11.4,4.3,0.4
498,1961,5,13,16.5,22.8,9.7,1,
499,1961,5,14,19.1,26.3,11.7,1.3,
500,1961,5,15,18.3,23.6,13.5,8,
501,1961,5,16,18.4,24.6,13.9,3.3,
502,1961,5,17,19.6,26.8,12.8,8,
503,1961,5,18,19,21.8,15.8,10,0.1
504,1961,5,19,19.6,25.8,12.7,7,0
505,1961,5,20,17.3,21.8,13.5,9.7,0
506,1961,5,21,17.4,22.8,11.1,2.3,
507,1961,5,22,19.2,24.6,12.5,7,
508,1961,5,23,17.5,22.3,14.2,10,0
509,1961,5,24,17.5,22.3,12.5,0,
510,1961,5,25,19.5,25.9,11.4,1.3,
511,1961,5,26,22.1,30.1,13.7,4,
512,1961,5,27,21.2,26.4,15.6,5.3,
513,1961,5,28,18.1,20.8,14.2,10,65.6
514,1961,5,29,16.3,20.6,12.3,2,0
515,1961,5,30,19.5,27.1,12.1,6,0
516,1961,5,31,18.4,23.4,14.6,9.3,0
517,1961,6,1,19.9,26.2,14.3,3.7,
518,1961,6,2,21.6,29,15.1,7.3,
519,1961,6,3,23.9,29,17,5.3,0.9
520,1961,6,4,17.3,20.8,14.8,8.7,12.7
521,1961,6,5,20,25.4,14.2,5.7,
522,1961,6,6,21.7,26,16.8,7,
523,1961,6,7,23.5,29.9,16.4,7.3,
524,1961,6,8,22.1,27,19.3,9.7,8
525,1961,6,9,19.8,24,16.6,8.3,4.3
526,1961,6,10,19.1,24.3,15.3,9,0.3
527,1961,6,11,19.9,23.8,17.9,10,0.3
528,1961,6,12,19.6,22.4,17.9,8.7,0.1
529,1961,6,13,20,23.2,17.7,10,2.5
530,1961,6,14,21,26.6,16.3,6,1.4
531,1961,6,15,21.6,26.7,15.8,4.3,
532,1961,6,16,17.6,19.4,14.8,9,9.3
533,1961,6,17,19.8,26.8,13.5,6.3,
534,1961,6,18,24.1,31.2,17.9,7.7,
535,1961,6,19,21.7,23.6,20.3,10,0.5
536,1961,6,20,18.7,20.6,17.6,10,7.3
