2014년_ [교양과목 성적평가 분포_(대학)_],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기준년도,학교명,학기,교양과목 성적인정 총학생수,만점평점,등급(평점)별 학생수 및 비율,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A+,,A0,,A-,,B+,,B0,,B-,,C+,,C0,,C-,,D+,,D0,,D-,,F,
,,,,,학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%),학생수,비율(%)
2013,한중대학교 _본교,2학기,"3,255",4.5,"1,206",37.1,716,22,0,0,500,15.4,434,13.3,0,0,134,4.1,109,3.3,0,0,42,1.3,23,0.7,0,0,91,2.8
2013,협성대학교 _본교,1학기,"9,475",4.5,"1,531",16.2,771,8.1,0,0,"2,644",27.9,983,10.4,0,0,"1,715",18.1,683,7.2,0,0,334,3.5,249,2.6,0,0,565,6
2013,협성대학교 _본교,2학기,"8,823",4.5,"1,405",15.9,867,9.8,0,0,"2,476",28.1,982,11.1,0,0,"1,589",18,565,6.4,0,0,256,2.9,181,2.1,0,0,502,5.7
2013,호남대학교 _본교,1학기,"15,184",4.5,"3,845",25.3,"2,992",19.7,0,0,"2,815",18.5,"2,668",17.6,0,0,923,6.1,664,4.4,0,0,183,1.2,255,1.7,0,0,839,5.5
2013,호남대학교 _본교,2학기,"11,196",4.5,"1,740",15.5,"1,092",9.8,0,0,"2,489",22.2,"1,197",10.7,0,0,"2,348",21,994,8.9,0,0,275,2.5,307,2.7,0,0,754,6.7
2013,호남신학대학교 _본교,1학기,"1,508",4.5,307,20.4,261,17.3,0,0,258,17.1,195,12.9,0,0,165,10.9,121,8,0,0,58,3.8,49,3.2,0,0,94,6.2
2013,호남신학대학교 _본교,2학기,"1,350",4.5,288,21.3,171,12.7,0,0,298,22.1,178,13.2,0,0,187,13.9,101,7.5,0,0,38,2.8,24,1.8,0,0,65,4.8
2013,호서대학교 _본교,1학기,"35,373",4.5,"4,797",13.6,"3,726",10.5,0,0,"7,377",20.9,"4,338",12.3,0,0,"7,005",19.8,"3,464",9.8,0,0,"1,311",3.7,997,2.8,0,0,"2,358",6.7
2013,호서대학교 _본교,2학기,"32,399",4.5,"4,628",14.3,"3,156",9.7,0,0,"7,155",22.1,"3,571",11,0,0,"6,772",20.9,"3,158",9.7,0,0,"1,126",3.5,769,2.4,0,0,"2,064",6.4
2013,호원대학교 _본교,1학기,"10,752",4.5,"1,693",15.7,"1,169",10.9,0,0,"2,609",24.3,"1,338",12.4,0,0,"2,024",18.8,946,8.8,0,0,394,3.7,193,1.8,0,0,386,3.6
2013,호원대학교 _본교,2학기,"9,381",4.5,"1,477",15.7,860,9.2,0,0,"2,286",24.4,"1,266",13.5,0,0,"1,839",19.6,817,8.7,0,0,328,3.5,187,2,0,0,321,3.4
2013,홍익대학교 _본교,1학기,"29,827",4.5,"6,320",21.2,"3,143",10.5,0,0,"8,809",29.5,"3,033",10.2,0,0,"4,982",16.7,"1,449",4.9,0,0,585,2,322,1.1,0,0,"1,184",4
2013,홍익대학교 _본교,2학기,"29,993",4.5,"6,390",21.3,"3,402",11.3,0,0,"8,750",29.2,"3,089",10.3,0,0,"4,967",16.6,"1,469",4.9,0,0,560,1.9,364,1.2,0,0,"1,002",3.3
2013,홍익대학교(세종) _분교,1학기,"16,218",4.5,"3,057",18.8,"1,452",9,0,0,"4,592",28.3,"1,698",10.5,0,0,"3,204",19.8,"1,015",6.3,0,0,342,2.1,207,1.3,0,0,651,4
2013,홍익대학교(세종) _분교,2학기,"16,092",4.5,"3,027",18.8,"1,365",8.5,0,0,"4,580",28.5,"1,709",10.6,0,0,"3,200",19.9,"1,034",6.4,0,0,328,2,282,1.8,0,0,567,3.5
2013,화신사이버대학교 _본교,1학기,616,4.5,107,17.4,123,20,0,0,90,14.6,71,11.5,0,0,46,7.5,51,8.3,0,0,36,5.8,50,8.1,0,0,42,6.8
2013,화신사이버대학교 _본교,2학기,591,4.5,113,19.1,98,16.6,0,0,115,19.5,80,13.5,0,0,64,10.8,34,5.8,0,0,17,2.9,49,8.3,0,0,21,3.6
