2015년_ [교양과목 성적평가 분포_(대학)_],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기준년도,학교명,학기,교양과목 성적인정 총학생수,만점평점,등급(평점)별 학생수 및 비율,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A+,,A0,,A-,,B+,,B0,,B-,,C+,,C0,,C-,,D+,,D0,,D-,,F,
2014,서울신학대학교 _본교,2학기,"4,249",4.5,559,13.2,306,7.2,103,2.4,"1,078",25.4,264,6.2,69,1.6,"1,211",28.5,247,5.8,174,4.1,0,0,149,3.5,0,0,89,2.1
2014,서울여자대학교 _본교,1학기,"21,767",4.5,"4,280",19.7,"2,737",12.6,0,0,"6,319",29,"1,732",8,0,0,"4,642",21.3,877,4,0,0,292,1.3,168,0.8,0,0,720,3.3
2014,서울여자대학교 _본교,2학기,"18,552",4.5,"3,522",19,"1,904",10.3,0,0,"5,482",29.5,"1,155",6.2,0,0,"4,714",25.4,893,4.8,0,0,292,1.6,163,0.9,0,0,427,2.3
2014,서울장신대학교 _본교,1학기,"1,069",4.5,170,15.9,136,12.7,0,0,238,22.3,148,13.8,0,0,216,20.2,82,7.7,0,0,21,2,17,1.6,0,0,41,3.8
2014,서울장신대학교 _본교,2학기,949,4.5,134,14.1,91,9.6,0,0,256,27,54,5.7,0,0,237,25,82,8.6,0,0,25,2.6,27,2.8,0,0,43,4.5
2014,서원대학교 _본교,1학기,"14,664",4.5,"2,679",18.3,"1,128",7.7,0,0,"3,266",22.3,"1,035",7.1,0,0,"3,839",26.2,"1,186",8.1,0,0,472,3.2,298,2,0,0,761,5.2
2014,서원대학교 _본교,2학기,"12,966",4.5,"2,390",18.4,"1,003",7.7,0,0,"2,832",21.8,900,6.9,0,0,"3,315",25.6,"1,122",8.7,0,0,392,3,270,2.1,0,0,742,5.7
2014,선문대학교 _본교,1학기,"32,890",4.5,"4,936",15,"2,951",9,0,0,"8,646",26.3,"3,693",11.2,0,0,"7,030",21.4,"2,668",8.1,0,0,805,2.4,561,1.7,0,0,"1,600",4.9
2014,선문대학교 _본교,2학기,"29,790",4.5,"4,585",15.4,"2,650",8.9,0,0,"8,026",26.9,"3,046",10.2,0,0,"6,364",21.4,"2,287",7.7,0,0,693,2.3,582,2,0,0,"1,557",5.2
2014,성결대학교 _본교,1학기,"13,930",4.5,"2,086",15,"1,067",7.7,0,0,"4,017",28.8,"1,318",9.5,0,0,"2,931",21,"1,027",7.4,0,0,322,2.3,240,1.7,0,0,922,6.6
2014,성결대학교 _본교,2학기,"12,929",4.5,"1,968",15.2,"1,095",8.5,0,0,"3,814",29.5,"1,181",9.1,0,0,"2,913",22.5,917,7.1,0,0,267,2.1,279,2.2,0,0,495,3.8
2014,성공회대학교 _본교,1학기,"3,915",4.5,606,15.5,374,9.6,0,0,"1,117",28.5,408,10.4,0,0,835,21.3,236,6,0,0,77,2,71,1.8,0,0,191,4.9
2014,성공회대학교 _본교,2학기,"3,524",4.5,531,15.1,321,9.1,0,0,"1,021",29,372,10.6,0,0,780,22.1,219,6.2,0,0,72,2,49,1.4,0,0,159,4.5
2014,성균관대학교 _본교,1학기,"47,430",4.5,"10,201",21.5,"5,984",12.6,0,0,"11,963",25.2,"5,331",11.2,0,0,"7,981",16.8,"2,637",5.6,0,0,777,1.6,577,1.2,0,0,"1,979",4.2
2014,성균관대학교 _본교,2학기,"44,865",4.5,"9,761",21.8,"5,374",12,0,0,"11,832",26.4,"4,631",10.3,0,0,"7,804",17.4,"2,330",5.2,0,0,813,1.8,684,1.5,0,0,"1,636",3.6
2014,성신여자대학교 _본교,1학기,"16,761",4.5,"3,020",18,"1,361",8.1,545,3.3,"4,830",28.8,"1,472",8.8,845,5,"2,511",15,596,3.6,365,2.2,205,1.2,107,0.6,114,0.7,790,4.7
2014,성신여자대학교 _본교,2학기,"15,682",4.5,"2,811",17.9,"1,312",8.4,533,3.4,"4,511",28.8,"1,339",8.5,794,5.1,"2,247",14.3,582,3.7,372,2.4,169,1.1,102,0.7,141,0.9,769,4.9
2014,세명대학교 _본교,1학기,"28,514",4.5,"4,518",15.8,"2,734",9.6,0,0,"7,033",24.7,"3,415",12,0,0,"5,600",19.6,"2,281",8,0,0,817,2.9,627,2.2,0,0,"1,489",5.2
2014,세명대학교 _본교,2학기,"26,092",4.5,"4,290",16.4,"2,486",9.5,0,0,"6,724",25.8,"2,936",11.3,0,0,"5,305",20.3,"1,990",7.6,0,0,711,2.7,518,2,0,0,"1,132",4.3
2014,세종대학교 _본교,1학기,"27,152",4.5,"4,155",15.3,"2,375",8.7,0,0,"8,085",29.8,"3,456",12.7,0,0,"4,879",18,"1,373",5.1,0,0,592,2.2,392,1.4,0,0,"1,845",6.8
2014,세종대학교 _본교,2학기,"27,275",4.5,"4,332",15.9,"2,491",9.1,0,0,"8,210",30.1,"3,397",12.5,0,0,"4,847",17.8,"1,432",5.3,0,0,568,2.1,414,1.5,0,0,"1,584",5.8
2014,세종사이버대학교 _본교,1학기,"8,942",4.5,"1,868",20.9,776,8.7,0,0,"2,702",30.2,789,8.8,0,0,"1,640",18.3,401,4.5,0,0,227,2.5,111,1.2,0,0,428,4.8
2014,세종사이버대학교 _본교,2학기,"9,874",4.5,"2,062",20.9,787,8,0,0,"2,753",27.9,"1,046",10.6,0,0,"1,733",17.6,499,5.1,0,0,259,2.6,145,1.5,0,0,590,6
2014,세한대학교 _본교,1학기,"6,588",4.5,884,13.4,667,10.1,0,0,"2,048",31.1,875,13.3,0,0,973,14.8,491,7.5,0,0,169,2.6,104,1.6,0,0,377,5.7
2014,세한대학교 _본교,2학기,"6,143",4.5,865,14.1,583,9.5,0,0,"1,680",27.3,895,14.6,0,0,"1,059",17.2,442,7.2,0,0,117,1.9,98,1.6,0,0,404,6.6
2014,세한대학교 _제2캠퍼스,1학기,442,4.5,58,13.1,19,4.3,0,0,115,26,75,17,0,0,73,16.5,42,9.5,0,0,8,1.8,18,4.1,0,0,34,7.7
2014,세한대학교 _제2캠퍼스,2학기,411,4.5,63,15.3,45,10.9,0,0,130,31.6,51,12.4,0,0,56,13.6,20,4.9,0,0,7,1.7,16,3.9,0,0,23,5.6
2014,송원대학교 _본교,1학기,"4,152",4.5,"1,036",25,559,13.5,0,0,824,19.8,466,11.2,0,0,482,11.6,352,8.5,0,0,86,2.1,162,3.9,0,0,185,4.5
2014,송원대학교 _본교,2학기,"2,935",4.5,836,28.5,435,14.8,0,0,545,18.6,342,11.7,0,0,278,9.5,212,7.2,0,0,46,1.6,97,3.3,0,0,144,4.9
2014,수원가톨릭대학교 _본교,1학기,376,4.5,136,36.2,95,25.3,0,0,80,21.3,43,11.4,0,0,6,1.6,4,1.1,0,0,8,2.1,2,0.5,0,0,2,0.5
2014,수원가톨릭대학교 _본교,2학기,401,4.5,98,24.4,135,33.7,0,0,109,27.2,31,7.7,0,0,14,3.5,5,1.2,0,0,5,1.2,4,1,0,0,0,0
2014,수원대학교 _본교,1학기,"24,004",4.5,"4,084",17,"2,983",12.4,0,0,"5,916",24.6,"2,936",12.2,0,0,"3,925",16.4,"1,821",7.6,0,0,515,2.1,584,2.4,0,0,"1,240",5.2
2014,수원대학교 _본교,2학기,"22,493",4.5,"3,508",15.6,"2,775",12.3,0,0,"5,785",25.7,"2,918",13,0,0,"3,837",17.1,"1,730",7.7,0,0,445,2,535,2.4,0,0,960,4.3
2014,숙명여자대학교 _본교,1학기,"25,528",4.3,"4,636",18.2,"2,220",8.7,"1,269",5,"7,565",29.6,"1,876",7.3,702,2.7,"4,157",16.3,955,3.7,446,1.7,339,1.3,178,0.7,141,0.6,"1,044",4.1
2014,숙명여자대학교 _본교,2학기,"21,129",4.3,"4,071",19.3,"1,666",7.9,"1,002",4.7,"6,459",30.6,"1,537",7.3,563,2.7,"3,612",17.1,825,3.9,428,2,288,1.4,112,0.5,63,0.3,503,2.4
2014,순복음총회신학교 _본교,1학기,376,4.5,95,25.3,52,13.8,0,0,62,16.5,43,11.4,0,0,38,10.1,20,5.3,0,0,15,4,14,3.7,0,0,37,9.8
2014,순복음총회신학교 _본교,2학기,288,4.5,33,11.5,24,8.3,0,0,52,18.1,40,13.9,0,0,49,17,34,11.8,0,0,7,2.4,14,4.9,0,0,35,12.2
2014,순천대학교 _본교,1학기,"13,940",4.5,"2,359",16.9,"1,619",11.6,0,0,"3,439",24.7,"1,734",12.4,0,0,"2,339",16.8,"1,068",7.7,0,0,377,2.7,340,2.4,0,0,665,4.8
2014,순천대학교 _본교,2학기,"11,735",4.5,"2,267",19.3,"1,385",11.8,0,0,"3,020",25.7,"1,342",11.4,0,0,"1,963",16.7,793,6.8,0,0,251,2.1,209,1.8,0,0,505,4.3
2014,순천향대학교 _본교,1학기,"31,227",4.5,"4,496",14.4,"2,456",7.9,0,0,"7,245",23.2,"2,476",7.9,0,0,"8,995",28.8,"2,939",9.4,0,0,798,2.6,542,1.7,0,0,"1,280",4.1
2014,순천향대학교 _본교,2학기,"27,524",4.5,"4,235",15.4,"2,116",7.7,0,0,"6,565",23.9,"2,023",7.3,0,0,"7,899",28.7,"2,430",8.8,0,0,690,2.5,561,2,0,0,"1,005",3.7
2014,숭실대학교 _본교,1학기,"23,566",4.5,"3,632",15.4,"1,754",7.4,"1,459",6.2,"6,023",25.6,"2,023",8.6,"1,280",5.4,"4,305",18.3,"1,028",4.4,815,3.5,172,0.7,105,0.4,169,0.7,801,3.4
2014,숭실대학교 _본교,2학기,"21,711",4.5,"3,341",15.4,"1,534",7.1,"1,497",6.9,"5,572",25.7,"1,970",9.1,"1,046",4.8,"4,025",18.5,"1,061",4.9,724,3.3,131,0.6,92,0.4,119,0.5,599,2.8
2014,숭실사이버대학교 _본교,1학기,"6,072",4.5,"1,070",17.6,739,12.2,0,0,"1,482",24.4,882,14.5,0,0,685,11.3,467,7.7,0,0,280,4.6,104,1.7,0,0,363,6
2014,숭실사이버대학교 _본교,2학기,"4,939",4.5,897,18.2,748,15.1,0,0,"1,147",23.2,562,11.4,0,0,754,15.3,421,8.5,0,0,159,3.2,48,1,0,0,203,4.1
2014,신경대학교 _본교,1학기,"1,684",4.5,237,14.1,188,11.2,0,0,350,20.8,193,11.5,0,0,289,17.2,181,10.7,0,0,41,2.4,20,1.2,0,0,185,11
2014,신경대학교 _본교,2학기,"1,369",4.5,206,15,150,11,0,0,313,22.9,154,11.2,0,0,255,18.6,147,10.7,0,0,29,2.1,13,0.9,0,0,102,7.5
2014,신라대학교 _본교,1학기,"22,513",4.5,"2,988",13.3,"2,486",11,0,0,"4,312",19.2,"2,452",10.9,0,0,"4,025",17.9,"2,085",9.3,0,0,933,4.1,882,3.9,0,0,"2,350",10.4
2014,신라대학교 _본교,2학기,"20,263",4.5,"2,694",13.3,"2,295",11.3,0,0,"4,019",19.8,"2,186",10.8,0,0,"3,948",19.5,"1,824",9,0,0,847,4.2,769,3.8,0,0,"1,681",8.3
2014,신한대학교 _본교,1학기,"1,490",4.5,226,15.2,177,11.9,0,0,412,27.7,171,11.5,0,0,294,19.7,78,5.2,0,0,22,1.5,32,2.1,0,0,78,5.2
2014,신한대학교 _본교,2학기,"1,485",4.5,231,15.6,199,13.4,0,0,411,27.7,193,13,0,0,228,15.4,93,6.3,0,0,24,1.6,16,1.1,0,0,90,6.1
2014,신한대학교 _제2캠퍼스,1학기,"4,811",4.5,689,14.3,675,14,0,0,"1,300",27,573,11.9,0,0,855,17.8,342,7.1,0,0,72,1.5,73,1.5,0,0,232,4.8
2014,신한대학교 _제2캠퍼스,2학기,"4,828",4.5,794,16.4,636,13.2,0,0,"1,346",27.9,522,10.8,0,0,902,18.7,277,5.7,0,0,111,2.3,61,1.3,0,0,179,3.7
2014,아세아연합신학대학교 _본교,1학기,"1,763",4.3,208,11.8,215,12.2,176,10,362,20.5,163,9.2,116,6.6,187,10.6,70,4,73,4.1,46,2.6,53,3,0,0,94,5.3
2014,아세아연합신학대학교 _본교,2학기,"1,733",4.3,197,11.4,216,12.5,182,10.5,327,18.9,152,8.8,167,9.6,179,10.3,89,5.1,70,4,11,0.6,43,2.5,0,0,100,5.8
2014,아주대학교 _본교,1학기,"29,110",4.5,"5,100",17.5,"3,898",13.4,0,0,"7,893",27.1,"3,805",13.1,0,0,"4,345",14.9,"1,706",5.9,0,0,689,2.4,398,1.4,0,0,"1,276",4.4
2014,아주대학교 _본교,2학기,"26,110",4.5,"4,664",17.9,"3,486",13.4,0,0,"7,079",27.1,"3,420",13.1,0,0,"4,007",15.3,"1,648",6.3,0,0,572,2.2,368,1.4,0,0,866,3.3
2014,안동대학교 _본교,1학기,"14,299",4.5,"3,015",21.1,"1,797",12.6,0,0,"3,605",25.2,"1,839",12.9,0,0,"1,929",13.5,825,5.8,0,0,255,1.8,201,1.4,0,0,833,5.8
2014,안동대학교 _본교,2학기,"12,827",4.5,"2,859",22.3,"1,659",12.9,0,0,"3,425",26.7,"1,405",11,0,0,"1,673",13,717,5.6,0,0,197,1.5,202,1.6,0,0,690,5.4
2014,안양대학교 _본교,1학기,"13,265",4.5,"2,381",17.9,"1,219",9.2,0,0,"3,498",26.4,"1,182",8.9,0,0,"3,024",22.8,842,6.3,0,0,250,1.9,178,1.3,0,0,691,5.2
2014,안양대학교 _본교,2학기,"12,796",4.5,"2,482",19.4,"1,015",7.9,0,0,"3,625",28.3,974,7.6,0,0,"2,950",23.1,749,5.9,0,0,258,2,158,1.2,0,0,585,4.6
2014,안양대학교 _제2캠퍼스,1학기,"1,711",4.5,302,17.7,150,8.8,0,0,461,26.9,141,8.2,0,0,376,22,88,5.1,0,0,28,1.6,30,1.8,0,0,135,7.9
2014,안양대학교 _제2캠퍼스,2학기,"1,610",4.5,310,19.3,123,7.6,0,0,482,29.9,111,6.9,0,0,372,23.1,93,5.8,0,0,9,0.6,32,2,0,0,78,4.8
2014,연세대학교 _본교,1학기,"40,032",4.3,"9,227",23,"4,771",11.9,"1,645",4.1,"9,768",24.4,"3,120",7.8,"1,147",2.9,"5,912",14.8,"1,590",4,752,1.9,505,1.3,375,0.9,244,0.6,976,2.4
2014,연세대학교 _본교,2학기,"37,251",4.3,"8,764",23.5,"4,525",12.1,"1,355",3.6,"9,222",24.8,"2,814",7.6,"1,016",2.7,"5,241",14.1,"1,626",4.4,810,2.2,489,1.3,269,0.7,302,0.8,818,2.2
2014,연세대학교(원주) _분교,1학기,"26,116",4.3,"8,606",33,"3,099",11.9,"1,499",5.7,"4,467",17.1,"1,726",6.6,888,3.4,"3,052",11.7,"1,005",3.8,527,2,358,1.4,193,0.7,88,0.3,608,2.3
2014,연세대학교(원주) _분교,2학기,"16,801",4.3,"5,174",30.8,"1,645",9.8,883,5.3,"3,444",20.5,"1,154",6.9,564,3.4,"2,275",13.5,601,3.6,299,1.8,211,1.3,122,0.7,109,0.6,320,1.9
2014,열린사이버대학교 _본교,1학기,"2,091",4.5,360,17.2,219,10.5,0,0,479,22.9,296,14.2,0,0,191,9.1,132,6.3,0,0,60,2.9,104,5,0,0,250,12
2014,열린사이버대학교 _본교,2학기,"2,202",4.5,300,13.6,238,10.8,0,0,405,18.4,313,14.2,0,0,225,10.2,201,9.1,0,0,68,3.1,101,4.6,0,0,351,15.9
2014,영남대학교 _본교,1학기,"50,013",4.5,"8,193",16.4,"6,329",12.7,0,0,"10,957",21.9,"4,857",9.7,0,0,"10,212",20.4,"3,656",7.3,0,0,"1,647",3.3,979,2,0,0,"3,183",6.4
2014,영남대학교 _본교,2학기,"44,641",4.5,"7,301",16.4,"5,710",12.8,0,0,"9,928",22.2,"4,282",9.6,0,0,"9,205",20.6,"3,394",7.6,0,0,"1,330",3,868,1.9,0,0,"2,623",5.9
2014,영남신학대학교 _본교,1학기,"1,031",4.5,212,20.6,57,5.5,39,3.8,189,18.3,212,20.6,62,6,122,11.8,34,3.3,40,3.9,0,0,25,2.4,0,0,39,3.8
2014,영남신학대학교 _본교,2학기,971,4.5,198,20.4,68,7,27,2.8,193,19.9,225,23.2,36,3.7,135,13.9,24,2.5,17,1.8,0,0,17,1.8,0,0,31,3.2
2014,영동대학교 _본교,1학기,"9,236",4.5,997,10.8,550,6,0,0,"2,527",27.4,"1,068",11.6,0,0,"2,068",22.4,797,8.6,0,0,155,1.7,166,1.8,0,0,908,9.8
2014,영동대학교 _본교,2학기,"7,823",4.5,941,12,393,5,0,0,"1,870",23.9,974,12.5,0,0,"1,826",23.3,813,10.4,0,0,176,2.2,166,2.1,0,0,664,8.5
2014,영산대학교 _본교,1학기,"8,832",4.5,"1,511",17.1,978,11.1,0,0,"2,226",25.2,943,10.7,0,0,"1,347",15.3,549,6.2,0,0,198,2.2,260,2.9,0,0,820,9.3
2014,영산대학교 _본교,2학기,"7,826",4.5,"1,304",16.7,882,11.3,0,0,"2,014",25.7,781,10,0,0,"1,241",15.9,593,7.6,0,0,188,2.4,235,3,0,0,588,7.5
2014,영산대학교 _제2캠퍼스,1학기,"10,233",4.5,"1,525",14.9,"1,077",10.5,0,0,"2,314",22.6,"1,371",13.4,0,0,"1,575",15.4,780,7.6,0,0,251,2.5,327,3.2,0,0,"1,013",9.9
2014,영산대학교 _제2캠퍼스,2학기,"9,417",4.5,"1,323",14,"1,060",11.3,0,0,"2,255",23.9,"1,124",11.9,0,0,"1,484",15.8,783,8.3,0,0,257,2.7,323,3.4,0,0,808,8.6
2014,영산대학교(산업대) _본교(폐교),1학기,60,4.5,10,16.7,3,5,0,0,8,13.3,0,0,0,0,20,33.3,3,5,0,0,3,5,4,6.7,0,0,9,15
2014,영산대학교(산업대) _본교(폐교),2학기,50,4.5,14,28,2,4,0,0,8,16,3,6,0,0,7,14,9,18,0,0,2,4,4,8,0,0,1,2
2014,영산대학교(산업대) _제2캠퍼스(폐교),1학기,51,4.5,4,7.8,1,2,0,0,5,9.8,6,11.8,0,0,13,25.5,11,21.6,0,0,3,5.9,3,5.9,0,0,5,9.8
2014,영산대학교(산업대) _제2캠퍼스(폐교),2학기,36,4.5,2,5.6,1,2.8,0,0,3,8.3,3,8.3,0,0,7,19.4,8,22.2,0,0,3,8.3,4,11.1,0,0,5,13.9
2014,영산선학대학교 _본교,1학기,34,4.5,8,23.5,14,41.2,0,0,4,11.8,4,11.8,0,0,2,5.9,0,0,0,0,0,0,0,0,0,0,2,5.9
2014,영산선학대학교 _본교,2학기,20,4.5,6,30,7,35,0,0,3,15,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,예수대학교 _본교,1학기,"1,575",4.5,202,12.8,245,15.6,0,0,430,27.3,281,17.8,0,0,220,14,101,6.4,0,0,53,3.4,26,1.7,0,0,17,1.1
2014,예수대학교 _본교,2학기,"1,143",4.5,118,10.3,127,11.1,0,0,429,37.5,237,20.7,0,0,113,9.9,58,5.1,0,0,29,2.5,18,1.6,0,0,14,1.2
2014,예원예술대학교 _본교,1학기,600,4.5,72,12,81,13.5,0,0,123,20.5,124,20.7,0,0,70,11.7,52,8.7,0,0,28,4.7,11,1.8,0,0,39,6.5
2014,예원예술대학교 _본교,2학기,523,4.5,86,16.4,73,14,0,0,125,23.9,75,14.3,0,0,56,10.7,45,8.6,0,0,11,2.1,8,1.5,0,0,44,8.4
2014,예원예술대학교 _제2캠퍼스,1학기,613,4.5,71,11.6,120,19.6,0,0,163,26.6,101,16.5,0,0,75,12.2,41,6.7,0,0,9,1.5,8,1.3,0,0,25,4.1
2014,예원예술대학교 _제2캠퍼스,2학기,654,4.5,90,13.8,87,13.3,0,0,229,35,82,12.5,0,0,80,12.2,32,4.9,0,0,7,1.1,1,0.2,0,0,46,7
2014,용인대학교 _본교,1학기,"16,116",4.5,"3,220",20,"1,408",8.7,0,0,"4,441",27.6,"1,479",9.2,0,0,"2,389",14.8,"1,114",6.9,0,0,385,2.4,390,2.4,0,0,"1,290",8
2014,용인대학교 _본교,2학기,"14,411",4.5,"2,916",20.2,"1,163",8.1,0,0,"4,029",28,"1,272",8.8,0,0,"2,393",16.6,977,6.8,0,0,323,2.2,328,2.3,0,0,"1,010",7
2014,우석대학교 _본교,1학기,"12,329",4.5,"1,949",15.8,"1,509",12.2,0,0,"2,410",19.5,"1,173",9.5,0,0,"2,495",20.2,"1,094",8.9,0,0,245,2,207,1.7,0,0,"1,247",10.1
2014,우석대학교 _본교,2학기,"10,821",4.5,"1,687",15.6,"1,205",11.1,0,0,"2,257",20.9,927,8.6,0,0,"2,561",23.7,858,7.9,0,0,263,2.4,221,2,0,0,842,7.8
2014,우송대학교 _본교,1학기,"16,840",4.5,"2,726",16.2,"1,191",7.1,0,0,"4,882",29,"1,481",8.8,0,0,"3,862",22.9,"1,310",7.8,0,0,319,1.9,350,2.1,0,0,719,4.3
2014,우송대학교 _본교,2학기,"6,160",4.5,"1,138",18.5,482,7.8,0,0,"1,680",27.3,476,7.7,0,0,"1,370",22.2,443,7.2,0,0,87,1.4,92,1.5,0,0,392,6.4
2014,우송대학교 _본교,3학기,"15,341",4.5,"2,682",17.5,"1,038",6.8,0,0,"4,285",27.9,"1,342",8.7,0,0,"3,591",23.4,"1,073",7,0,0,296,1.9,273,1.8,0,0,761,5
2014,우송대학교 _본교,4학기,"4,851",4.5,905,18.7,291,6,0,0,"1,443",29.7,292,6,0,0,"1,241",25.6,285,5.9,0,0,82,1.7,50,1,0,0,262,5.4
2014,울산과학기술원 _본교,1학기,"2,930",4.3,343,11.7,565,19.3,694,23.7,552,18.8,346,11.8,217,7.4,81,2.8,54,1.8,13,0.4,9,0.3,9,0.3,15,0.5,32,1.1
2014,울산과학기술원 _본교,2학기,"2,972",4.3,321,10.8,572,19.2,810,27.3,518,17.4,337,11.3,219,7.4,67,2.3,42,1.4,30,1,17,0.6,16,0.5,6,0.2,17,0.6
2014,울산대학교 _본교,1학기,"22,707",4.5,"4,705",20.7,"2,712",11.9,0,0,"5,392",23.7,"2,335",10.3,0,0,"3,617",15.9,"1,218",5.4,0,0,"1,395",6.1,471,2.1,0,0,862,3.8
2014,울산대학교 _본교,2학기,"19,813",4.5,"4,587",23.2,"2,295",11.6,0,0,"4,701",23.7,"1,985",10,0,0,"2,937",14.8,"1,077",5.4,0,0,"1,041",5.3,382,1.9,0,0,808,4.1
2014,원광대학교 _본교,1학기,"48,164",4.5,"9,411",19.5,"4,761",9.9,0,0,"11,345",23.6,"4,453",9.2,0,0,"10,893",22.6,"3,252",6.8,0,0,"1,121",2.3,627,1.3,0,0,"2,301",4.8
2014,원광대학교 _본교,2학기,"42,084",4.5,"8,035",19.1,"3,636",8.6,0,0,"10,202",24.2,"3,614",8.6,0,0,"9,609",22.8,"3,103",7.4,0,0,"1,129",2.7,603,1.4,0,0,"2,153",5.1
2014,원광디지털대학교 _본교,1학기,"3,068",4.5,722,23.5,341,11.1,0,0,849,27.7,240,7.8,0,0,551,18,136,4.4,0,0,32,1,10,0.3,0,0,187,6.1
2014,원광디지털대학교 _본교,2학기,"2,488",4.5,556,22.3,254,10.2,0,0,715,28.7,202,8.1,0,0,493,19.8,99,4,0,0,39,1.6,4,0.2,0,0,126,5.1
2014,위덕대학교 _본교,1학기,"7,222",4.5,"1,251",17.3,364,5,0,0,"2,174",30.1,410,5.7,0,0,"2,223",30.8,245,3.4,0,0,77,1.1,74,1,0,0,404,5.6
2014,위덕대학교 _본교,2학기,"6,480",4.5,"1,312",20.2,402,6.2,0,0,"1,932",29.8,569,8.8,0,0,"1,617",25,327,5,0,0,78,1.2,44,0.7,0,0,199,3.1
2014,을지대학교 _본교,1학기,"1,464",4.5,208,14.2,185,12.6,0,0,370,25.3,175,12,0,0,288,19.7,129,8.8,0,0,34,2.3,39,2.7,0,0,36,2.5
2014,을지대학교 _본교,2학기,933,4.5,141,15.1,115,12.3,0,0,200,21.4,144,15.4,0,0,174,18.6,122,13.1,0,0,16,1.7,12,1.3,0,0,9,1
2014,을지대학교 _제2캠퍼스,1학기,"7,468",4.5,"1,330",17.8,986,13.2,0,0,"1,909",25.6,785,10.5,0,0,"1,333",17.8,504,6.7,0,0,171,2.3,96,1.3,0,0,354,4.7
2014,을지대학교 _제2캠퍼스,2학기,"6,717",4.5,"1,165",17.3,855,12.7,0,0,"1,695",25.2,638,9.5,0,0,"1,498",22.3,416,6.2,0,0,110,1.6,64,1,0,0,276,4.1
2014,이화여자대학교 _본교,1학기,"27,180",4.3,"6,096",22.4,"2,365",8.7,924,3.4,"7,297",26.8,"1,924",7.1,479,1.8,"5,326",19.6,"1,284",4.7,459,1.7,281,1,178,0.7,67,0.2,500,1.8
2014,이화여자대학교 _본교,2학기,"25,202",4.3,"5,583",22.2,"2,310",9.2,701,2.8,"6,831",27.1,"1,761",7,376,1.5,"5,118",20.3,"1,260",5,415,1.6,249,1,153,0.6,59,0.2,386,1.5
2014,인제대학교 _본교,1학기,"17,774",4.5,"3,253",18.3,"1,916",10.8,0,0,"4,936",27.8,"2,376",13.4,0,0,"1,995",11.2,"1,802",10.1,0,0,343,1.9,316,1.8,0,0,837,4.7
2014,인제대학교 _본교,2학기,"16,181",4.5,"2,951",18.2,"1,744",10.8,0,0,"4,481",27.7,"2,004",12.4,0,0,"1,795",11.1,"1,644",10.2,0,0,374,2.3,320,2,0,0,868,5.4
2014,인제대학교 _제2캠퍼스,1학기,941,4.5,241,25.6,96,10.2,0,0,297,31.6,80,8.5,0,0,92,9.8,115,12.2,0,0,11,1.2,3,0.3,0,0,6,0.6
2014,인제대학교 _제2캠퍼스,2학기,662,4.5,187,28.2,83,12.5,0,0,169,25.5,67,10.1,0,0,43,6.5,73,11,0,0,13,2,10,1.5,0,0,17,2.6
2014,인천가톨릭대학교 _본교,1학기,186,4.5,34,18.3,34,18.3,0,0,47,25.3,22,11.8,0,0,33,17.7,12,6.5,0,0,2,1.1,2,1.1,0,0,0,0
2014,인천가톨릭대학교 _본교,2학기,203,4.5,28,13.8,45,22.2,0,0,43,21.2,35,17.2,0,0,34,16.7,9,4.4,0,0,6,3,2,1,0,0,1,0.5
2014,인천가톨릭대학교 _제2캠퍼스,1학기,"1,681",4.5,276,16.4,303,18,0,0,393,23.4,214,12.7,0,0,250,14.9,106,6.3,0,0,8,0.5,22,1.3,0,0,109,6.5
2014,인천가톨릭대학교 _제2캠퍼스,2학기,"1,604",4.5,253,15.8,298,18.6,0,0,367,22.9,189,11.8,0,0,245,15.3,84,5.2,0,0,33,2.1,40,2.5,0,0,95,5.9
2014,인천대학교 _본교,1학기,"29,688",4.5,"5,527",18.6,"3,804",12.8,0,0,"8,327",28,"3,240",10.9,0,0,"4,828",16.3,"1,671",5.6,0,0,523,1.8,461,1.6,0,0,"1,307",4.4
2014,인천대학교 _본교,2학기,"28,090",4.5,"5,408",19.3,"3,603",12.8,0,0,"8,032",28.6,"3,024",10.8,0,0,"4,951",17.6,"1,407",5,0,0,408,1.5,359,1.3,0,0,898,3.2
2014,인하대학교 _본교,1학기,"45,215",4.5,"9,042",20,"4,849",10.7,0,0,"11,547",25.5,"5,541",12.3,0,0,"7,526",16.6,"3,047",6.7,0,0,"1,466",3.2,582,1.3,0,0,"1,615",3.6
2014,인하대학교 _본교,2학기,"40,701",4.5,"8,467",20.8,"4,121",10.1,0,0,"10,810",26.6,"4,728",11.6,0,0,"6,701",16.5,"2,621",6.4,0,0,"1,388",3.4,545,1.3,0,0,"1,320",3.2
2014,장로회신학대학교 _본교,1학기,"1,123",4.3,205,18.3,195,17.4,132,11.8,207,18.4,112,10,42,3.7,163,14.5,29,2.6,19,1.7,0,0,10,0.9,0,0,9,0.8
2014,장로회신학대학교 _본교,2학기,"1,098",4.3,166,15.1,180,16.4,108,9.8,258,23.5,102,9.3,37,3.4,158,14.4,42,3.8,9,0.8,0,0,13,1.2,0,0,25,2.3
